fecha,precio
1995-07-31,1.5401994263285024
1995-08-31,7.086462365591398
1995-09-30,10.955819444444444
1995-10-31,10.445442204301076
1995-11-30,27.534781944444447
1995-12-31,68.87623387096774
1996-01-31,22.86518809101655
1996-02-29,8.044093390804598
1996-03-31,3.460622311827957
1996-04-30,3.0400250000000004
1996-05-31,1.8098521505376344
1996-06-30,1.8891361111111113
1996-07-31,1.6492661290322579
1996-08-31,3.7170040322580644
1996-09-30,15.89411388888889
1996-10-31,5.523818548387097
1996-11-30,20.601340277777776
1996-12-31,14.516505739081746
1997-01-31,21.6234326344086
1997-02-28,26.916225595238096
1997-03-31,25.705821720430105
1997-04-30,25.252256111111112
1997-05-31,35.462962258064515
1997-06-30,33.35615083333333
1997-07-31,31.958212809139784
1997-08-31,38.467690215053764
1997-09-30,138.9860625
1997-10-31,137.12781997311828
1997-11-30,132.43517081944444
1997-12-31,128.86919086021504
1998-01-31,133.05079433432508
1998-02-28,148.7786617857143
1998-03-31,91.3943610752688
1998-04-30,55.43113638888889
1998-05-31,25.777461075268818
1998-06-30,18.275234444444443
1998-07-31,17.99891870967742
1998-08-31,20.6674473655914
1998-09-30,22.561658333333334
1998-10-31,23.38937376344086
1998-11-30,24.078219166666667
1998-12-31,23.53761134751773
1999-01-31,24.921644892473118
1999-02-28,24.832715654761905
1999-03-31,21.4947235483871
1999-04-30,23.3864725
1999-05-31,25.811141182795698
1999-06-30,27.843982500000003
1999-07-31,28.750234086021507
1999-08-31,31.469544623655914
1999-09-30,33.355602222222224
1999-10-31,32.22858236559139
1999-11-30,31.789288611111115
1999-12-31,31.87610767730497
2000-01-31,36.77877993548387
2000-02-29,40.2614768275862
2000-03-31,37.63729737634409
2000-04-30,44.298057444444446
2000-05-31,37.291121849462364
2000-06-30,39.99320276388889
2000-07-31,42.80114080645161
2000-08-31,49.070172247311824
2000-09-30,59.535251666666674
2000-10-31,48.420788247311826
2000-11-30,45.39779070833333
2000-12-31,55.4097891827957
2001-01-31,70.60665351612903
2001-02-28,86.041764
2001-03-31,70.62400477419354
2001-04-30,67.14124172222222
2001-05-31,50.005437161290324
2001-06-30,43.025278
2001-07-31,39.87171288172043
2001-08-31,38.96622711827957
2001-09-30,45.30853116666667
2001-10-31,46.79236440860215
2001-11-30,38.96203355555556
2001-12-31,35.054972494623655
2002-01-31,38.70992283870968
2002-02-28,56.64558720238095
2002-03-31,52.86998496774193
2002-04-30,48.445141722222225
2002-05-31,39.420407215053764
2002-06-30,35.13288577777777
2002-07-31,42.15307365591398
2002-08-31,45.40600548387096
2002-09-30,49.058390055555556
2002-10-31,60.21958511827957
2002-11-30,53.04030677777777
2002-12-31,64.10013347311828
2003-01-31,69.1190018064516
2003-02-28,71.9613829404762
2003-03-31,76.83774978494623
2003-04-30,80.11864622222221
2003-05-31,69.47551355913978
2003-06-30,64.70255361111111
2003-07-31,69.925157172043
2003-08-31,65.20440784946237
2003-09-30,62.49289883333333
2003-10-31,55.49408678494624
2003-11-30,63.667327722222225
2003-12-31,52.346394150537634
2004-01-31,58.876875677419356
2004-02-29,70.4008157586207
2004-03-31,73.14546574193548
2004-04-30,70.65451300000001
2004-05-31,72.12580626881721
2004-06-30,51.34673188888889
2004-07-31,52.8359307204301
2004-08-31,53.984546225806454
2004-09-30,60.11169638888889
2004-10-31,71.77283973118278
2004-11-30,67.38508438888888
2004-12-31,67.57161937634409
2005-01-31,82.78205547311829
2005-02-28,73.86437828571428
2005-03-31,69.21760983870968
2005-04-30,68.32830544444444
2005-05-31,69.39889759139785
2005-06-30,59.05737277777778
2005-07-31,77.80062675268817
2005-08-31,85.8283337311828
2005-09-30,87.75673088888888
2005-10-31,81.21681419354839
2005-11-30,56.201273944444445
2005-12-31,79.969531172043
2006-01-31,79.02648719354839
2006-02-28,75.52091904761905
2006-03-31,65.78744762365592
2006-04-30,54.01196816666666
2006-05-31,53.73773859139785
2006-06-30,52.985621055555555
2006-07-31,59.31640294623656
2006-08-31,66.53275446236559
2006-09-30,103.44861244444445
2006-10-31,130.51170156989247
2006-11-30,80.43596811111111
2006-12-31,64.23784768817204
2007-01-31,87.48620925295509
2007-02-28,106.98867625
2007-03-31,100.79190553763442
2007-04-30,91.82196516666667
2007-05-31,74.92841674193548
2007-06-30,75.86059083333333
2007-07-31,80.26138731182796
2007-08-31,85.2133392688172
2007-09-30,74.03187861111111
2007-10-31,80.52224479569892
2007-11-30,62.609410555555556
2007-12-31,85.0558718064516
2008-01-31,95.31448808602151
2008-02-29,100.63301501149425
2008-03-31,89.54313483870968
2008-04-30,102.94095199722223
2008-05-31,96.52427075268818
2008-06-30,76.02115527777778
2008-07-31,62.642247021505376
2008-08-31,73.09718620430107
2008-09-30,80.7259062611111
2008-10-31,82.866759
2008-11-30,87.22603255555555
2008-12-31,107.64402849462365
2009-01-31,133.18047024731183
2009-02-28,122.25375114285714
2009-03-31,108.17769748387097
2009-04-30,88.94394527777777
2009-05-31,118.08310166666666
2009-06-30,125.58334211111111
2009-07-31,125.5168734516129
2009-08-31,127.68792277419355
2009-09-30,182.5095005
2009-10-31,189.9344263655914
2009-11-30,152.5286312888889
2009-12-31,190.50199606014235
2010-01-31,152.25787558064516
2010-02-28,195.59115854761907
2010-03-31,189.981887
2010-04-30,195.5365247
2010-05-31,150.3243332580645
2010-06-30,91.33092138888888
2010-07-31,82.94435402150538
2010-08-31,84.85816305376345
2010-09-30,112.30941277777778
2010-10-31,136.5222227204301
2010-11-30,92.01793782222222
2010-12-31,66.69853210752687
2011-01-31,89.47051836559139
2011-02-28,105.68437985714284
2011-03-31,79.7267019032258
2011-04-30,73.41635112222222
2011-05-31,58.49071407526881
2011-06-30,60.06163481111111
2011-07-31,55.513861784946236
2011-08-31,88.97861669892472
2011-09-30,92.50953437777777
2011-10-31,72.86567944086022
2011-11-30,70.53858275555557
2011-12-31,55.75605648387097
2012-01-31,53.61037947311828
2012-02-29,78.49598144827587
2012-03-31,119.10521388172042
2012-04-30,56.994274188888895
2012-05-31,46.858692741935485
2012-06-30,87.35270906666666
2012-07-31,79.17754592473119
2012-08-31,140.26220102150538
2012-09-30,183.37784013333334
2012-10-31,198.00380627956991
2012-11-30,166.9982269888889
2012-12-31,180.33917053763443
2013-01-31,184.45569695698924
2013-02-28,181.17711414285714
2013-03-31,137.53884632258064
2013-04-30,229.82422287777777
2013-05-31,139.81515178494624
2013-06-30,143.10235772222222
2013-07-31,232.1402435376344
2013-08-31,150.55001888172043
2013-09-30,144.2059049111111
2013-10-31,211.9383313333333
2013-11-30,210.38550514444444
2013-12-31,164.11040559335288
2014-01-31,160.47509748387097
2014-02-28,187.96510933333334
2014-03-31,151.3030924301075
2014-04-30,373.7469429222223
2014-05-31,381.978995967742
2014-06-30,334.87149411111113
2014-07-31,184.669632655914
2014-08-31,200.16727843010753
2014-09-30,177.31851948888888
2014-10-31,207.02634377419358
2014-11-30,166.56813924444444
2014-12-31,175.05465266666667
2015-01-31,187.59591108602152
2015-02-28,166.2312292738095
2015-03-31,205.50295066666666
2015-04-30,161.30443577777777
2015-05-31,259.19893135483875
2015-06-30,186.4165488
2015-07-31,206.15807048387097
2015-08-31,183.70840486021504
2015-09-30,458.83468584444444
2015-10-31,1106.6191596129033
2015-11-30,766.9919818444445
2015-12-31,630.1935495913979
2016-01-31,554.1589823010753
2016-02-29,645.9999111494253
2016-03-31,830.0181967526881
2016-04-30,332.4932637111111
2016-05-31,140.310380827957
2016-06-30,167.97191656666666
2016-07-31,129.2143740967742
2016-08-31,198.01271958064515
2016-09-30,150.59206786666667
2016-10-31,184.90752011827956
2016-11-30,166.53259242222222
2016-12-31,107.43928008602151
2017-01-31,111.50643569892473
2017-02-28,156.9946869642857
2017-03-31,119.85909288172043
2017-04-30,96.47702438888888
2017-05-31,71.65047594623657
2017-06-30,68.50058371111112
2017-07-31,70.60407205376345
2017-08-31,92.5729874516129
2017-09-30,124.32170758888888
2017-10-31,137.36530622580645
2017-11-30,126.7126061
2017-12-31,101.34635160215053
2018-01-31,124.47677378494623
2018-02-28,140.03725386904762
2018-03-31,172.13389489247314
2018-04-30,115.66846886666667
2018-05-31,75.11800815053763
2018-06-30,73.93359082222221
2018-07-31,79.88897687096774
2018-08-31,95.0304954731183
2018-09-30,101.43225115555556
2018-10-31,121.85983808602151
2018-11-30,104.11863222222223
2018-12-31,191.33679912903224
2019-01-31,285.4236690322581
2019-02-28,303.47030651190477
2019-03-31,262.8579173548387
2019-04-30,189.79297133333333
2019-05-31,172.12713089247313
2019-06-30,113.2835582111111
2019-07-31,122.33132255913978
2019-08-31,147.25797603225809
2019-09-30,284.7564741333333
2019-10-31,321.28708861290323
2019-11-30,232.89346135555553
2019-12-31,308.5090387311828
2020-01-31,323.05469086021503
2020-02-29,430.5174712643679
2020-03-31,339.49159946236557
2020-04-30,252.15969444444445
2020-05-31,360.98383064516133
2020-06-30,306.5829444444444
2020-07-31,156.87837365591398
2020-08-31,158.96676075268817
2020-09-30,150.94013888888887
2020-10-31,198.31229838709677
2020-11-30,179.98218055555554
2020-12-31,163.23012096774195
2021-01-31,181.47560483870967
2021-02-28,270.12638392857144
2021-03-31,165.89689516129033
2021-04-30,162.536
